Sentence #,Word,POS,Tag
Sentence: 29,registered,VBN,state
Sentence: 29,data,NN,datasource
Sentence: 29,sources,NNS,datasource
Sentence: 29,.,.,O
Sentence: 30,The,DT,O
Sentence: 30,data,NN,actor
Sentence: 30,manager,NN,actor
Sentence: 30,updates,VBZ,O
Sentence: 30,the,DT,O
Sentence: 30,taxonomic,JJ,schema
Sentence: 30,backbone,NN,final_entity
Sentence: 30,.,.,O
Sentence: 31,The,DT,O
Sentence: 31,data,NN,actor
Sentence: 31,manager,NN,actor
Sentence: 31,wants,VBZ,O
Sentence: 31,to,TO,O
Sentence: 31,install,VB,action
Sentence: 31,an,DT,O
Sentence: 31,extension,NN,attribute
Sentence: 31,to,TO,O
Sentence: 31,allow,VB,O
Sentence: 31,the,DT,O
Sentence: 31,system,NN,O
Sentence: 31,to,TO,O
Sentence: 31,deal,VB,O
Sentence: 31,with,IN,O
Sentence: 31,extra,JJ,O
Sentence: 31,attributes,NNS,O
Sentence: 31,for,IN,O
Sentence: 31,records,NNS,O
Sentence: 31,of,IN,O
Sentence: 31,core,NN,datasource
Sentence: 31,resources,NNS,datasource
Sentence: 31,.,.,O
Sentence: 32,The,DT,O
Sentence: 32,portal,JJ,actor
Sentence: 32,manager,NN,actor
Sentence: 32,configures,NNS,O
Sentence: 32,data,VBP,attribute
Sentence: 32,metrics,NNS,attribute
Sentence: 32,visibility,NN,O
Sentence: 32,in,IN,O
Sentence: 32,order,NN,O
Sentence: 32,to,TO,O
Sentence: 32,hide,VB,O
Sentence: 32,some,DT,O
Sentence: 32,metrics,NNS,attribute
Sentence: 32,from,IN,O
Sentence: 32,the,DT,O
Sentence: 32,visitors,NNS,actor
Sentence: 32,in,IN,O
Sentence: 32,the,DT,O
Sentence: 32,front,JJ,O
Sentence: 32,office,NN,O
Sentence: 32,.,.,O
Sentence: 33,portal,JJ,actor
Sentence: 33,manager,NN,actor
Sentence: 33,customizes,VBZ,O
Sentence: 33,NPT,NNP,O
Sentence: 33,instance,NN,O
Sentence: 33,to,TO,O
Sentence: 33,adapt,VB,O
Sentence: 33,the,DT,O
Sentence: 33,portal,JJ,network_component
Sentence: 33,appearance,NN,O
Sentence: 33,and,CC,O
Sentence: 33,parameters,NNS,O
Sentence: 33,to,TO,O
Sentence: 33,fit,VB,O
Sentence: 33,its,PRP$,O
Sentence: 33,organization,NN,O
Sentence: 33,.,.,O
Sentence: 34,The,DT,O
Sentence: 34,data,NN,actor
Sentence: 34,manager,NN,actor
Sentence: 34,selects,NNS,O
Sentence: 34,to,TO,O
Sentence: 34,manage,VB,action
Sentence: 34,front,JJ,O
Sentence: 34,office,NN,O
Sentence: 34,languages,NNS,attribute
Sentence: 34,so,RB,O
Sentence: 34,as,IN,O
Sentence: 34,to,TO,O
Sentence: 34,set,VB,O
Sentence: 34,the,DT,O
Sentence: 34,default,NN,state
Sentence: 34,language,NN,attribute
Sentence: 34,and,CC,O
Sentence: 34,chooses,NNS,O
Sentence: 34,alternate,VBP,state
Sentence: 34,language,NN,attribute
Sentence: 34,.,.,O
Sentence: 35,send,VB,action
Sentence: 35,feedback,NN,action
Sentence: 35,to,TO,O
Sentence: 35,the,DT,O
Sentence: 35,portal,JJ,network_component
Sentence: 35,contact,NN,final_entity
Sentence: 35,person,NN,final_entity
Sentence: 35,.,.,O
Sentence: 36,Select,JJ,O
Sentence: 36,occurrence,NN,attribute
Sentence: 36,records,NNS,attribute
Sentence: 36,and,CC,O
Sentence: 36,view,NN,action
Sentence: 36,distribution,NN,user_interface
Sentence: 36,map,NN,user_interface
Sentence: 36,.,.,O
Sentence: 37,View,NNP,action
Sentence: 37,occurrence,NN,attribute
Sentence: 37,record,NN,attribute
Sentence: 37,selection,NN,attribute
Sentence: 37,as,IN,O
Sentence: 37,a,DT,O
Sentence: 37,table,NN,attribute
Sentence: 37,.,.,O
Sentence: 38,Export,NNP,action
Sentence: 38,occurrence,NN,attribute
Sentence: 38,record,NN,attribute
Sentence: 38,selection,NN,attribute
Sentence: 38,.,.,O
Sentence: 39,Export,NNP,action
Sentence: 39,distribution,NN,user_interface
Sentence: 39,map,NN,user_interface
Sentence: 39,as,IN,O
Sentence: 39,an,DT,O
Sentence: 39,image,NN,O
Sentence: 39,.,.,O
Sentence: 40,Search,NNP,action
Sentence: 40,portal,NN,network_component
Sentence: 40,using,VBG,O
Sentence: 40,full,JJ,attribute
Sentence: 40,text,NN,attribute
Sentence: 40,search,NN,attribute
Sentence: 40,.,.,O
Sentence: 41,Contact,NNP,action
Sentence: 41,an,DT,O
Sentence: 41,occurrence,NN,attribute
Sentence: 41,resource,NN,attribute
Sentence: 41,publisher,NN,attribute
Sentence: 41,.,.,O
Sentence: 42,Export,NN,action
Sentence: 42,a,DT,O
Sentence: 42,checklist,NN,datasource
Sentence: 42,.,.,O
Sentence: 43,Choose,NNP,action
Sentence: 43,portal,JJ,network_component
Sentence: 43,language,NN,attribute
Sentence: 43,.,.,O
Sentence: 44,The,DT,O
Sentence: 44,visitor,NN,actor
Sentence: 44,sends,VBZ,O
Sentence: 44,feedback,RB,O
Sentence: 44,to,TO,O
Sentence: 44,the,DT,O
Sentence: 44,portal,JJ,network_component
Sentence: 44,contact,NN,attribute
Sentence: 44,person,NN,attribute
Sentence: 44,so,RB,O
Sentence: 44,as,IN,O
Sentence: 44,to,TO,O
Sentence: 44,communicate,VB,O
Sentence: 44,remarks,NNS,O
Sentence: 44,or,CC,O
Sentence: 44,suggestions,NNS,O
Sentence: 44,about,IN,O
Sentence: 44,the,DT,O
Sentence: 44,portal,NN,network_component
Sentence: 44,or,CC,O
Sentence: 44,about,IN,O
Sentence: 44,the,DT,O
Sentence: 44,hosted,JJ,O
Sentence: 44,data,NNS,O
Sentence: 44,.,.,O
Sentence: 45,The,DT,O
Sentence: 45,visitor,NN,actor
Sentence: 45,wants,VBZ,O
Sentence: 45,to,TO,O
Sentence: 45,discover,VB,O
Sentence: 45,and,CC,O
Sentence: 45,access,NN,action
Sentence: 45,occurrence,NN,attribute
Sentence: 45,records,NNS,attribute
Sentence: 45,.,.,O
Sentence: 46,He,PRP,O
Sentence: 46,can,MD,O
Sentence: 46,select,VB,O
Sentence: 46,his,PRP$,O
Sentence: 46,records,NNS,O
Sentence: 46,of,IN,O
Sentence: 46,interest,NN,O
Sentence: 46,using,VBG,O
Sentence: 46,simple,JJ,O
Sentence: 46,taxonomic,JJ,schema
Sentence: 46,search,NN,action
Sentence: 46,or,CC,O
Sentence: 46,a,DT,O
Sentence: 46,more,RBR,O
Sentence: 46,elaborate,JJ,O
Sentence: 46,advanced,JJ,O
Sentence: 46,search,NN,action
Sentence: 46,by,IN,O
Sentence: 46,combining,VBG,O
Sentence: 46,various,JJ,O
Sentence: 46,criteria,NNS,O
Sentence: 46,.,.,O
Sentence: 47,User,NNP,O
Sentence: 47,selects,NNS,O
Sentence: 47,to,TO,O
Sentence: 47,view,VB,action
Sentence: 47,occurrence,NN,attribute
Sentence: 47,records,NNS,attribute
Sentence: 47,selection,NN,O
Sentence: 47,as,IN,O
Sentence: 47,a,DT,O
Sentence: 47,table,NN,attribute
Sentence: 47,in,IN,O
Sentence: 47,order,NN,O
Sentence: 47,to,TO,O
Sentence: 47,display,VB,O
Sentence: 47,their,PRP$,O
Sentence: 47,attributes,NNS,O
Sentence: 47,.,.,O
Sentence: 48,User,NNP,O
Sentence: 48,exports,NNS,O
Sentence: 48,the,DT,O
Sentence: 48,occurrence,NN,O
Sentence: 48,selection,NN,O
Sentence: 48,for,IN,O
Sentence: 48,further,JJ,O
Sentence: 48,analysis,NN,O
Sentence: 48,.,.,O
Sentence: 49,The,DT,O
Sentence: 49,visitor,NN,actor
Sentence: 49,exports,NNS,O
Sentence: 49,distribution,NN,user_interface
Sentence: 49,map,NN,user_interface
Sentence: 49,as,IN,O
Sentence: 49,an,DT,O
Sentence: 49,image,NN,O
Sentence: 49,so,RB,O
Sentence: 49,as,IN,O
Sentence: 49,to,TO,O
Sentence: 49,be,VB,O
Sentence: 49,able,JJ,O
Sentence: 49,to,TO,O
Sentence: 49,insert,VB,O
Sentence: 49,it,PRP,O
Sentence: 49,in,IN,O
Sentence: 49,a,DT,O
Sentence: 49,document,NN,O
Sentence: 49,.,.,O
Sentence: 50,The,DT,O
Sentence: 50,visitor,NN,actor
Sentence: 50,searches,VBZ,O
Sentence: 50,resource,NN,O
Sentence: 50,metadata,NN,schema
Sentence: 50,",",",",O
Sentence: 50,blog,NN,web_component
Sentence: 50,",",",",O
Sentence: 50,article,NN,O
Sentence: 50,and,CC,O
Sentence: 50,news,NN,attribute
Sentence: 50,entries,NNS,attribute
Sentence: 50,using,VBG,O
Sentence: 50,full,JJ,attribute
Sentence: 50,text,NN,attribute
Sentence: 50,search,NN,attribute
Sentence: 50,in,IN,O
Sentence: 50,order,NN,O
Sentence: 50,to,TO,O
Sentence: 50,find,VB,O
Sentence: 50,and,CC,O
Sentence: 50,access,NN,action
Sentence: 50,matching,JJ,O
Sentence: 50,resources,NNS,O
Sentence: 50,and,CC,O
Sentence: 50,entries,NNS,O
Sentence: 50,.,.,O
Sentence: 51,The,DT,O
Sentence: 51,visitor,NN,actor
Sentence: 51,contacts,VBZ,O
Sentence: 51,the,DT,O
Sentence: 51,publisher,NN,O
Sentence: 51,of,IN,O
Sentence: 51,an,DT,O
Sentence: 51,occurrence,NN,datasource
Sentence: 51,resource,NN,datasource
Sentence: 51,to,TO,O
Sentence: 51,request,VB,action
Sentence: 51,more,JJR,O
Sentence: 51,information,NN,attribute
Sentence: 51,or,CC,O
Sentence: 51,send,VB,action
Sentence: 51,a,DT,O
Sentence: 51,comment,NN,O
Sentence: 51,.,.,O
Sentence: 52,The,DT,O
Sentence: 52,visitor,NN,actor
Sentence: 52,downloads,VBZ,O
Sentence: 52,a,DT,O
Sentence: 52,checklist,NN,datasource
Sentence: 52,for,IN,O
Sentence: 52,consultation/analysis,NN,O
Sentence: 52,.,.,O
Sentence: 53,The,DT,O
Sentence: 53,visitor,NN,actor
Sentence: 53,chooses,VBZ,O
Sentence: 53,his,PRP$,O
Sentence: 53,language,NN,attribute
Sentence: 53,of,IN,O
Sentence: 53,preference,NN,O
Sentence: 53,.,.,O
Sentence: 54,The,DT,O
Sentence: 54,portal,JJ,actor
Sentence: 54,manager,NN,actor
Sentence: 54,has,VBZ,O
Sentence: 54,configured,VBN,O
Sentence: 54,front,JJ,O
Sentence: 54,office,NN,O
Sentence: 54,languages,VBZ,attribute
Sentence: 54,with,IN,O
Sentence: 54,at,IN,O
Sentence: 54,least,JJS,O
Sentence: 54,one,CD,O
Sentence: 54,alternate,JJ,state
Sentence: 54,language,NN,attribute
Sentence: 54,.,.,O
Sentence: 55,The,DT,O
Sentence: 55,registered,JJ,actor
Sentence: 55,visitor,NN,actor
Sentence: 55,has,VBZ,O
Sentence: 55,built,VBN,O
Sentence: 55,a,DT,O
Sentence: 55,filter,NN,final_entity
Sentence: 55,and,CC,O
Sentence: 55,wants,VBZ,O
Sentence: 55,to,TO,O
Sentence: 55,be,VB,O
Sentence: 55,able,JJ,O
Sentence: 55,to,TO,O
Sentence: 55,reuse,VB,O
Sentence: 55,it,PRP,O
Sentence: 55,in,IN,O
Sentence: 55,the,DT,O
Sentence: 55,future,NN,O
Sentence: 55,.,.,O
Sentence: 56,He,PRP,O
Sentence: 56,saves,VBZ,O
Sentence: 56,the,DT,O
Sentence: 56,filter,NN,final_entity
Sentence: 56,in,IN,O
Sentence: 56,his,PRP$,O
Sentence: 56,profile,NN,O
Sentence: 56,.,.,O
Sentence: 57,Visitor,NNP,actor
Sentence: 57,loads,VBZ,O
Sentence: 57,a,DT,O
Sentence: 57,filter,NN,final_entity
